114	Q0	757	0	0.7384568452835083	BM25
114	Q0	1221	1	0.7329155206680298	BM25
114	Q0	516	2	0.6481761932373047	BM25
114	Q0	989	3	0.6380798816680908	BM25
114	Q0	839	4	0.6342045068740845	BM25
114	Q0	783	5	0.6055599451065063	BM25
114	Q0	428	6	0.6053540706634521	BM25
114	Q0	1246	7	0.6036879420280457	BM25
114	Q0	939	8	0.6027043461799622	BM25
114	Q0	1206	9	0.5808254480361938	BM25
124	Q0	831	0	0.7464297413825989	BM25
124	Q0	62	1	0.7172033190727234	BM25
124	Q0	396	2	0.6882463693618774	BM25
124	Q0	393	3	0.6610648036003113	BM25
124	Q0	1108	4	0.5874977707862854	BM25
126	Q0	640	0	0.7068360447883606	BM25
126	Q0	710	1	0.7009960412979126	BM25
126	Q0	751	2	0.6943879723548889	BM25
126	Q0	538	3	0.6770325899124146	BM25
126	Q0	1061	4	0.6729539632797241	BM25
126	Q0	874	5	0.6702612042427063	BM25
126	Q0	808	6	0.6690663695335388	BM25
126	Q0	551	7	0.6473504304885864	BM25
126	Q0	1063	8	0.6406046152114868	BM25
126	Q0	887	9	0.6315562725067139	BM25
135	Q0	804	0	0.6976677775382996	BM25
156	Q0	164	0	0.7015120983123779	BM25
156	Q0	26	1	0.6959668397903442	BM25
156	Q0	121	2	0.6901971101760864	BM25
156	Q0	81	3	0.6836718320846558	BM25
156	Q0	300	4	0.6765670776367188	BM25
156	Q0	341	5	0.6755572557449341	BM25
156	Q0	204	6	0.6618120670318604	BM25
156	Q0	79	7	0.6553593873977661	BM25
156	Q0	522	8	0.6347064971923828	BM25
156	Q0	1075	9	0.6057408452033997	BM25
157	Q0	346	0	0.6951850056648254	BM25
157	Q0	50	1	0.6875431537628174	BM25
157	Q0	1092	2	0.6761150360107422	BM25
157	Q0	344	3	0.668341875076294	BM25
157	Q0	341	4	0.6611127853393555	BM25
157	Q0	111	5	0.6544138193130493	BM25
157	Q0	690	6	0.6541656255722046	BM25
157	Q0	184	7	0.6400061845779419	BM25
157	Q0	235	8	0.6339848041534424	BM25
157	Q0	371	9	0.6202352046966553	BM25
207	Q0	465	0	0.6608903408050537	BM25
207	Q0	1041	1	0.6134639978408813	BM25
207	Q0	777	2	0.5932229161262512	BM25
207	Q0	221	3	0.560650646686554	BM25
207	Q0	374	4	0.5399788618087769	BM25
207	Q0	881	5	0.539800763130188	BM25
207	Q0	116	6	0.5351383090019226	BM25
207	Q0	644	7	0.5321794748306274	BM25
207	Q0	927	8	0.5280193090438843	BM25
207	Q0	1133	9	0.5017443299293518	BM25
224	Q0	1243	0	0.6504770517349243	BM25
224	Q0	927	1	0.6065369844436646	BM25
224	Q0	191	2	0.596177339553833	BM25
224	Q0	480	3	0.5902786254882812	BM25
224	Q0	497	4	0.5832298994064331	BM25
224	Q0	479	5	0.5752408504486084	BM25
224	Q0	481	6	0.5729285478591919	BM25
224	Q0	1162	7	0.5675153732299805	BM25
224	Q0	870	8	0.557106614112854	BM25
224	Q0	495	9	0.5558561682701111	BM25
234	Q0	461	0	0.5668283700942993	BM25
234	Q0	440	1	0.565285861492157	BM25
234	Q0	462	2	0.5638298392295837	BM25
234	Q0	233	3	0.5630081295967102	BM25
234	Q0	311	4	0.5565472841262817	BM25
234	Q0	471	5	0.5503846406936646	BM25
234	Q0	1142	6	0.5454767942428589	BM25
234	Q0	793	7	0.5326625108718872	BM25
234	Q0	423	8	0.5135043263435364	BM25
234	Q0	500	9	0.4994291067123413	BM25
241	Q0	474	0	0.6702390909194946	BM25
241	Q0	574	1	0.6592687964439392	BM25
241	Q0	1243	2	0.6567568778991699	BM25
241	Q0	585	3	0.6348440051078796	BM25
241	Q0	743	4	0.6139549016952515	BM25
241	Q0	723	5	0.5873091220855713	BM25
241	Q0	470	6	0.5735989809036255	BM25
241	Q0	943	7	0.5379753708839417	BM25
241	Q0	376	8	0.529589056968689	BM25
241	Q0	544	9	0.4392384886741638	BM25
245	Q0	765	0	0.6628890037536621	BM25
245	Q0	623	1	0.5942961573600769	BM25
245	Q0	782	2	0.5895949006080627	BM25
245	Q0	331	3	0.58211350440979	BM25
245	Q0	247	4	0.5641281008720398	BM25
245	Q0	1029	5	0.55494225025177	BM25
245	Q0	190	6	0.5512522459030151	BM25
245	Q0	781	7	0.5466424822807312	BM25
245	Q0	978	8	0.5370464324951172	BM25
245	Q0	679	9	0.5348552465438843	BM25
260	Q0	996	0	0.6318975687026978	BM25
260	Q0	429	1	0.6148357391357422	BM25
260	Q0	532	2	0.587581217288971	BM25
260	Q0	992	3	0.5690346360206604	BM25
260	Q0	1027	4	0.5679487586021423	BM25
260	Q0	1058	5	0.5675121545791626	BM25
260	Q0	1086	6	0.562946081161499	BM25
260	Q0	703	7	0.5604017972946167	BM25
260	Q0	718	8	0.5513173937797546	BM25
260	Q0	1228	9	0.5498605966567993	BM25
322	Q0	773	0	0.5653561353683472	BM25
322	Q0	477	1	0.5470752716064453	BM25
322	Q0	700	2	0.5256264805793762	BM25
322	Q0	1170	3	0.522291898727417	BM25
322	Q0	743	4	0.48758652806282043	BM25
322	Q0	753	5	0.47924289107322693	BM25
322	Q0	474	6	0.40857475996017456	BM25
322	Q0	723	7	0.39347535371780396	BM25
322	Q0	333	8	0.38741254806518555	BM25
322	Q0	1111	9	0.3667594790458679	BM25
330	Q0	1246	0	0.8406063318252563	BM25
330	Q0	1162	1	0.6860666871070862	BM25
330	Q0	1052	2	0.6509763598442078	BM25
330	Q0	1000	3	0.638884425163269	BM25
330	Q0	568	4	0.6309638023376465	BM25
330	Q0	1167	5	0.6047378778457642	BM25
330	Q0	1240	6	0.5725780129432678	BM25
