114	Q0	29:38-40	0	11.484284526660693	BM25
114	Q0	28:81-84	1	10.095525136560802	BM25
114	Q0	75:1-15	2	7.969817074189988	BM25
114	Q0	34:1-2	3	3.4294087773472577	BM25
114	Q0	28:1-6	4	3.274325912637709	BM25
124	Q0	9:36-37	0	10.251223313936439	BM25
124	Q0	65:1-3	1	6.605552224485115	BM25
124	Q0	2:183-186	2	6.308522917470641	BM25
124	Q0	33:49-52	3	5.522194103728036	BM25
124	Q0	9:42-49	4	5.48620303194603	BM25
126	Q0	37:62-74	0	16.677453289457922	BM25
126	Q0	44:40-50	1	14.916614772749252	BM25
126	Q0	56:41-56	2	13.763588549547347	BM25
126	Q0	31:27-28	3	7.989162624100055	BM25
126	Q0	4:64-65	4	7.390610316898474	BM25
135	Q0	31:12-13	0	15.09797888780106	BM25
156	Q0	4:127-127	0	7.585729303771333	BM25
156	Q0	6:138-140	1	7.554009758574976	BM25
156	Q0	4:22-24	2	7.440372609783362	BM25
156	Q0	3:59-61	3	7.319051407162417	BM25
156	Q0	2:222-223	4	7.022786382282642	BM25
157	Q0	9:111-112	0	11.415531654920102	BM25
157	Q0	6:114-117	1	11.400033929459015	BM25
157	Q0	4:74-76	2	10.896543581469158	BM25
157	Q0	2:154-157	3	10.268718462457105	BM25
157	Q0	3:21-22	4	9.68042291081986	BM25
207	Q0	29:14-15	0	17.87859710379847	BM25
207	Q0	11:45-48	1	16.41977571319304	BM25
207	Q0	37:75-82	2	13.711948570751652	BM25
207	Q0	12:23-29	3	9.719179362935783	BM25
207	Q0	40:34-35	4	9.244305362749936	BM25
224	Q0	12:7-10	0	19.187456975300904	BM25
224	Q0	12:11-15	1	15.415228653097644	BM25
224	Q0	4:94-94	2	14.218492612743532	BM25
224	Q0	12:23-29	3	11.82591814060861	BM25
224	Q0	12:88-92	4	9.095846445353365	BM25
234	Q0	11:103-108	0	11.961269361853855	BM25
234	Q0	10:87-89	1	10.084436753422118	BM25
234	Q0	30:33-37	2	9.905049979143296	BM25
234	Q0	5:20-26	3	9.520644808010399	BM25
234	Q0	30:17-27	4	9.380481666893267	BM25
241	Q0	17:40-44	0	9.431699446500408	BM25
241	Q0	17:88-89	1	7.159944508269775	BM25
241	Q0	11:116-117	2	6.998716494247424	BM25
241	Q0	25:21-29	3	6.771188429020608	BM25
241	Q0	7:96-102	4	6.664512266057103	BM25
245	Q0	7:85-93	0	13.122243048291349	BM25
245	Q0	11:89-95	1	12.123779425024763	BM25
245	Q0	29:36-37	2	12.080527681121811	BM25
245	Q0	11:84-88	3	10.86920536558611	BM25
245	Q0	19:96-98	4	7.261090107801456	BM25
260	Q0	46:9-14	0	9.49474563469934	BM25
260	Q0	51:7-14	1	9.059508091151804	BM25
260	Q0	24:11-18	2	8.3121916654947	BM25
260	Q0	37:149-157	3	8.196079534459974	BM25
260	Q0	46:26-28	4	7.943717326812219	BM25
322	Q0	28:85-88	0	11.203973142514643	BM25
322	Q0	24:1-3	1	7.59804738493221	BM25
322	Q0	2:234-237	2	7.584909749233495	BM25
322	Q0	17:88-89	3	7.159944508269775	BM25
322	Q0	11:116-117	4	6.998716494247424	BM25
330	Q0	99:1-8	0	9.993154264977019	BM25
330	Q0	59:11-17	1	8.33342015028512	BM25
330	Q0	17:97-100	2	7.870986003268474	BM25
330	Q0	22:58-66	3	7.552858451642684	BM25
330	Q0	75:1-15	4	7.276227217342527	BM25
336	Q0	4:2-6	0	15.996580536031383	BM25
336	Q0	33:59-59	1	9.747679725323945	BM25
336	Q0	2:226-227	2	9.493744200069019	BM25
336	Q0	35:1-4	3	8.319382836178178	BM25
336	Q0	4:15-16	4	8.239136054481314	BM25
337	Q0	76:23-26	0	4.623062738711189	BM25
337	Q0	73:1-9	1	4.168165561309682	BM25
337	Q0	10:11-14	2	3.9154130745143383	BM25
337	Q0	18:54-56	3	3.8106715042578663	BM25
337	Q0	17:88-89	4	3.7905588573192928	BM25
342	Q0	49:1-5	0	20.62138950654461	BM25
342	Q0	67:28-30	1	12.650957252763664	BM25
342	Q0	31:16-19	2	11.563005245679223	BM25
342	Q0	37:40-49	3	9.761137758407472	BM25
342	Q0	23:45-50	4	8.868644028749046	BM25
352	Q0	72:14-17	0	12.528557240890478	BM25
352	Q0	54:18-22	1	9.86239350386725	BM25
352	Q0	17:45-48	2	9.471580857840767	BM25
352	Q0	4:92-93	3	8.995332962853254	BM25
352	Q0	36:28-32	4	8.99335079135129	BM25
360	Q0	5:109-109	0	10.126788246762574	BM25
360	Q0	48:24-26	1	9.290843593306107	BM25
360	Q0	3:59-61	2	8.24818052230496	BM25
360	Q0	34:24-27	3	7.74061974762812	BM25
360	Q0	21:76-77	4	7.719911823074721	BM25
384	Q0	86:11-17	0	12.973264134111586	BM25
384	Q0	4:90-91	1	7.6438436345367995	BM25
384	Q0	39:27-31	2	6.536973943767638	BM25
384	Q0	33:56-58	3	6.36218158293922	BM25
384	Q0	2:208-210	4	5.937061512390568	BM25
386	Q0	2:111-112	0	10.171450406198918	BM25
386	Q0	106:1-4	1	8.060839536412608	BM25
386	Q0	7:35-37	2	7.889471255713149	BM25
386	Q0	10:62-64	3	7.466910373984482	BM25
386	Q0	33:18-20	4	7.404994582499922	BM25
397	Q0	17:88-89	0	7.159944508269775	BM25
397	Q0	11:116-117	1	6.998716494247424	BM25
397	Q0	7:96-102	2	6.664512266057103	BM25
397	Q0	11:100-102	3	6.649345739213322	BM25
397	Q0	27:1-6	4	6.555842084413656	BM25
419	Q0	3:84-85	0	8.852273357722538	BM25
419	Q0	6:125-127	1	7.943717326812219	BM25
419	Q0	2:91-93	2	7.554009758574976	BM25
419	Q0	9:73-74	3	7.340963532765134	BM25
419	Q0	5:3-3	4	7.271990474116735	BM25
424	Q0	3:84-85	0	8.852273357722538	BM25
424	Q0	17:61-65	1	8.426258425291024	BM25
424	Q0	17:66-70	2	8.006457950007723	BM25
424	Q0	6:125-127	3	7.943717326812219	BM25
424	Q0	9:73-74	4	7.340963532765134	BM25
428	Q0	17:88-89	0	12.692841512608737	BM25
428	Q0	17:9-11	1	11.947024419411946	BM25
428	Q0	2:170-171	2	10.099939365679823	BM25
428	Q0	29:41-43	3	9.653199176536898	BM25
