101	Q0	11:89-95	1	11.5875435	SimCSE_crossencoder
101	Q0	11:61-68	2	11.56245	SimCSE_crossencoder
101	Q0	54:33-42	3	11.552777	SimCSE_crossencoder
101	Q0	26:141-159	4	11.551918	SimCSE_crossencoder
101	Q0	7:85-93	5	11.547911	SimCSE_crossencoder
101	Q0	43:46-56	6	11.547469	SimCSE_crossencoder
101	Q0	7:130-136	7	11.545162	SimCSE_crossencoder
101	Q0	29:28-35	8	11.535572	SimCSE_crossencoder
101	Q0	22:42-46	9	11.534214	SimCSE_crossencoder
101	Q0	25:35-40	10	11.532086	SimCSE_crossencoder
102	Q0	20:86-94	1	11.542976	SimCSE_crossencoder
102	Q0	23:51-61	2	11.418052	SimCSE_crossencoder
102	Q0	7:148-149	3	11.414173	SimCSE_crossencoder
102	Q0	5:78-81	4	11.37266	SimCSE_crossencoder
102	Q0	70:22-35	5	11.363319	SimCSE_crossencoder
102	Q0	5:70-71	6	11.29606	SimCSE_crossencoder
102	Q0	7:52-53	7	11.284233	SimCSE_crossencoder
102	Q0	90:11-20	8	11.235371	SimCSE_crossencoder
102	Q0	51:7-14	9	11.234756	SimCSE_crossencoder
102	Q0	6:112-113	10	11.1990185	SimCSE_crossencoder
103	Q0	38:1-11	1	11.4421215	SimCSE_crossencoder
103	Q0	58:14-21	2	11.415209	SimCSE_crossencoder
103	Q0	55:37-45	3	11.392223	SimCSE_crossencoder
103	Q0	84:6-15	4	11.344484	SimCSE_crossencoder
103	Q0	4:117-121	5	11.337118	SimCSE_crossencoder
103	Q0	70:40-44	6	11.251575	SimCSE_crossencoder
103	Q0	80:33-42	7	11.247429	SimCSE_crossencoder
103	Q0	17:57-58	8	11.237955	SimCSE_crossencoder
103	Q0	2:233-233	9	11.226977	SimCSE_crossencoder
103	Q0	5:57-58	10	11.2067585	SimCSE_crossencoder
105	Q0	5:78-81	1	11.592117	SimCSE_crossencoder
105	Q0	42:32-36	2	11.583659	SimCSE_crossencoder
105	Q0	77:1-15	3	11.580074	SimCSE_crossencoder
105	Q0	70:8-18	4	11.579988	SimCSE_crossencoder
105	Q0	20:95-98	5	11.569289	SimCSE_crossencoder
105	Q0	90:11-20	6	11.552958	SimCSE_crossencoder
105	Q0	47:30-32	7	11.552661	SimCSE_crossencoder
105	Q0	5:70-71	8	11.544361	SimCSE_crossencoder
105	Q0	69:19-24	9	11.51059	SimCSE_crossencoder
105	Q0	92:12-21	10	11.509481	SimCSE_crossencoder
106	Q0	19:1-11	1	11.609707	SimCSE_crossencoder
106	Q0	43:15-25	2	11.597059	SimCSE_crossencoder
106	Q0	16:90-93	3	11.597035	SimCSE_crossencoder
106	Q0	3:45-51	4	11.588723	SimCSE_crossencoder
106	Q0	70:22-35	5	11.575611	SimCSE_crossencoder
106	Q0	4:171-172	6	11.574734	SimCSE_crossencoder
106	Q0	5:74-77	7	11.574667	SimCSE_crossencoder
106	Q0	3:78-80	8	11.569084	SimCSE_crossencoder
106	Q0	2:233-233	9	11.562954	SimCSE_crossencoder
106	Q0	24:1-3	10	11.562382	SimCSE_crossencoder
107	Q0	37:11-21	1	11.466803	SimCSE_crossencoder
107	Q0	83:7-17	2	11.45115	SimCSE_crossencoder
107	Q0	13:5-7	3	11.396111	SimCSE_crossencoder
107	Q0	39:27-31	4	11.3949795	SimCSE_crossencoder
107	Q0	7:148-149	5	11.350208	SimCSE_crossencoder
